userId,itemId,rating
42555,442,5
15705,442,3
42753,442,4
43124,442,4
32791,442,4
46205,442,4
46339,442,2
47651,442,3
35610,442,5
47745,442,4
47960,442,5
42939,442,5
48541,442,3
48946,442,4
49062,442,5
49268,442,5
49439,442,5
49581,442,4
50006,442,5
50343,442,4
50845,442,3
50958,442,5
45040,442,5
51273,442,3
51649,442,5
50132,442,4
52802,442,4
45971,442,3
22,1142,4
1138,1142,4
2527,1142,5
1123,1142,5
1871,1142,4
3191,1142,5
3216,1142,4
3146,1142,5
6874,1142,5
4690,1142,4
8060,1142,4
3590,1142,4
6540,1142,5
9324,1142,4
9714,1142,4
7425,1142,4
13705,1142,3
14323,1142,5
14414,1142,2
14581,1142,5
5528,1142,1
7111,1142,4
8642,1142,5
17302,1142,4
18049,1142,4
18627,1142,5
18653,1142,4
19181,1142,5
7655,1142,2
19845,1142,2
19894,1142,4
21162,1142,4
21540,1142,5
23768,1142,4
24032,1142,4
23391,1142,2
26839,1142,4
28106,1142,5
28100,1142,5
28157,1142,5
30693,1142,5
14261,1142,4
33480,1142,4
33993,1142,1
36623,1142,5
39041,1142,5
39206,1142,2
39524,1142,5
39888,1142,5
40564,1142,3
46527,1142,3
46725,1142,2
47651,1142,5
49268,1142,3
49439,1142,5
51649,1142,4
50132,1142,5
52802,1142,5
17457,1142,5
22,176,5
317,176,4
819,176,4
947,176,1
1160,176,2
1558,176,4
1663,176,5
1947,176,3
1962,176,5
2322,176,3
2303,176,3
2619,176,5
2920,176,5
3798,176,2
4037,176,4
4207,176,4
4803,176,5
5473,176,5
5481,176,5
5569,176,3
5817,176,5
6074,176,4
6329,176,4
6439,176,3
6539,176,3
6668,176,3
5240,176,5
4583,176,5
7305,176,5
7445,176,4
7539,176,5
4690,176,3
8334,176,4
8835,176,4
9257,176,4
9349,176,5
9977,176,3
10136,176,3
1284,176,3
12211,176,5
12361,176,2
22351,176,4
12444,176,1
11675,176,4
10383,176,4
12718,176,4
13532,176,4
13558,176,4
8246,176,2
13776,176,4
14146,176,4
14779,176,2
14820,176,5
15729,176,5
15747,176,5
4052,176,3
5552,176,3
16009,176,4
16110,176,5
8642,176,5
9554,176,5
14785,176,3
14257,176,5
9483,176,4
16731,176,4
16832,176,3
17071,176,5
17603,176,4
17620,176,4
14322,176,4
17788,176,4
18204,176,5
18314,176,4
17821,176,5
17422,176,5
19037,176,2
19181,176,3
19578,176,5
19845,176,3
19985,176,3
20174,176,3
20379,176,5
20867,176,3
20969,176,5
20558,176,5
21162,176,1
21206,176,5
14433,176,4
21445,176,3
21529,176,3
21562,176,5
22326,176,4
16111,176,4
21204,176,4
22750,176,5
22875,176,5
23024,176,4
23262,176,2
23295,176,4
23296,176,5
23397,176,5
4457,176,4
23642,176,3
23681,176,3
23777,176,5
24217,176,4
24422,176,4
24493,176,1
24634,176,4
8586,176,4
24835,176,5
23736,176,4
25220,176,4
25326,176,4
25549,176,3
25681,176,5
25826,176,2
25863,176,3
26156,176,4
26839,176,4
26847,176,4
26933,176,4
26961,176,5
27152,176,5
27409,176,4
27460,176,3
28213,176,4
28492,176,3
28540,176,5
28481,176,5
28803,176,5
29144,176,5
29797,176,3
20397,176,4
30104,176,5
30160,176,4
30559,176,4
30641,176,5
30697,176,5
30767,176,4
30514,176,5
30607,176,4
31069,176,3
32021,176,4
32523,176,4
32743,176,4
25687,176,5
29280,176,4
33147,176,4
33500,176,4
33171,176,4
4166,176,5
33750,176,5
14621,176,3
34684,176,5
34808,176,5
34819,176,4
34893,176,5
35141,176,3
35531,176,4
35673,176,3
35766,176,5
35831,176,5
36377,176,4
36461,176,5
36531,176,3
36756,176,5
36841,176,3
37564,176,4
37617,176,3
35781,176,2
38228,176,5
38694,176,4
33282,176,5
38862,176,4
38865,176,5
13058,176,5
39206,176,5
39329,176,4
27632,176,5
39560,176,4
39590,176,3
38992,176,5
39969,176,4
39995,176,5
40005,176,4
40032,176,5
40038,176,5
40083,176,3
40112,176,5
40155,176,3
40374,176,5
40543,176,5
40564,176,3
40570,176,4
9224,176,5
40907,176,4
40944,176,3
41400,176,5
41443,176,3
41591,176,3
42144,176,3
42259,176,3
42460,176,5
42832,176,5
42853,176,4
43126,176,1
43238,176,5
43602,176,5
8062,176,5
44194,176,5
19481,176,3
44435,176,1
44270,176,3
11159,176,4
45315,176,4
45643,176,3
45717,176,4
21261,176,4
46339,176,4
23701,176,4
46999,176,5
46560,176,3
47503,176,4
47948,176,4
47960,176,4
15090,176,4
48617,176,5
48637,176,4
48701,176,1
48716,176,4
49117,176,5
44347,176,4
19688,176,5
31789,176,3
17467,176,5
49460,176,4
49581,176,4
50006,176,4
50104,176,5
50327,176,5
50343,176,3
50432,176,2
50696,176,4
50846,176,3
50900,176,2
51195,176,5
51323,176,5
51798,176,5
52007,176,5
34523,176,5
52356,176,5
52448,176,5
52556,176,3
52668,176,5
52802,176,3
52945,176,5
53359,176,5
53382,176,4
37861,176,3
53403,176,4
22,349,4
317,349,2
342,349,3
819,349,5
1558,349,3
1744,349,3
1947,349,3
2619,349,2
3109,349,4
2920,349,3
3410,349,4
4037,349,5
4803,349,5
5481,349,5
5817,349,4
6074,349,4
5943,349,3
6539,349,3
6668,349,3
5240,349,5
5932,349,2
7305,349,4
7539,349,5
8252,349,4
8835,349,4
9195,349,3
9349,349,3
5115,349,5
12211,349,4
12230,349,5
12361,349,4
22351,349,4
12706,349,3
11675,349,5
10383,349,5
12718,349,3
13275,349,1
13374,349,5
13532,349,4
13546,349,4
13558,349,4
14146,349,5
14779,349,3
14815,349,5
14820,349,4
15747,349,4
16110,349,4
8642,349,4
13856,349,3
16832,349,2
17079,349,3
17375,349,4
17603,349,4
14322,349,3
17788,349,4
17962,349,4
18314,349,4
18799,349,5
17821,349,4
17422,349,4
19037,349,4
19172,349,2
19181,349,3
19375,349,4
19845,349,4
20174,349,4
20379,349,3
20969,349,5
21206,349,5
21445,349,4
21807,349,5
22326,349,3
22750,349,5
22843,349,3
22989,349,5
23024,349,3
23397,349,4
4457,349,4
23642,349,4
23696,349,3
24080,349,3
24217,349,5
13036,349,4
25144,349,3
25549,349,5
25863,349,4
26156,349,5
26839,349,2
26847,349,5
26920,349,3
26961,349,5
27850,349,4
28451,349,4
28540,349,4
28803,349,5
29791,349,3
29819,349,3
30104,349,4
30160,349,4
30259,349,3
30559,349,3
29861,349,5
30641,349,5
30767,349,4
30514,349,5
31069,349,5
31430,349,4
31746,349,3
32021,349,4
32234,349,5
32271,349,5
32741,349,3
29280,349,5
33147,349,3
31035,349,4
33171,349,4
4166,349,3
33750,349,5
34395,349,4
34808,349,5
34819,349,5
35766,349,5
35831,349,5
36377,349,3
36841,349,3
26016,349,5
35781,349,2
9671,349,4
38133,349,3
38229,349,5
38422,349,3
38770,349,4
38865,349,4
39007,349,4
39206,349,3
39329,349,5
39560,349,4
39616,349,5
38992,349,5
39969,349,4
39995,349,5
40032,349,5
40038,349,3
40083,349,4
40112,349,4
40141,349,1
40374,349,3
40458,349,3
40543,349,4
40796,349,3
40944,349,5
41591,349,3
41609,349,5
42158,349,4
42259,349,4
42460,349,4
39647,349,5
42665,349,5
43602,349,5
42915,349,3
44270,349,4
45315,349,4
33338,349,4
46473,349,3
46730,349,5
23701,349,4
46999,349,5
46560,349,4
9739,349,5
47892,349,3
47948,349,4
47960,349,4
48131,349,5
48617,349,5
32576,349,3
44347,349,5
50006,349,3
50012,349,4
43523,349,4
50846,349,4
50900,349,3
51195,349,4
51323,349,4
52007,349,5
46104,349,3
52448,349,4
52556,349,2
52802,349,4
52945,349,5
52810,349,4
15157,349,3
49192,349,5
22,232,2
31,232,4
455,232,5
554,232,2
658,232,5
819,232,4
1160,232,4
1232,232,4
1558,232,4
1631,232,4
1663,232,5
1744,232,3
1947,232,5
1962,232,5
2344,232,3
2619,232,2
3109,232,3
4085,232,4
4404,232,5
5473,232,4
5481,232,5
5569,232,4
6194,232,3
6668,232,4
5240,232,4
7023,232,3
7138,232,2
4583,232,5
7305,232,5
1732,232,3
7539,232,2
7625,232,4
4690,232,5
8041,232,4
8334,232,2
6540,232,4
9257,232,4
9857,232,4
9916,232,3
10017,232,3
10136,232,3
1072,232,4
10426,232,5
10380,232,1
10953,232,3
10748,232,2
12230,232,4
12361,232,5
12422,232,3
22351,232,3
12444,232,5
11675,232,5
8433,232,3
13200,232,4
13374,232,5
14414,232,4
14358,232,2
15729,232,4
15747,232,4
15781,232,1
11533,232,5
16110,232,4
16728,232,3
16731,232,2
16826,232,1
17130,232,5
17430,232,5
17603,232,4
14322,232,3
17788,232,4
18049,232,4
18314,232,4
12758,232,4
172,232,3
19167,232,4
19845,232,4
19894,232,4
20174,232,3
20379,232,5
20828,232,2
21206,232,5
17668,232,5
21445,232,5
21503,232,2
21529,232,4
21861,232,4
22200,232,3
22235,232,4
20982,232,4
22843,232,5
23024,232,3
23303,232,4
23318,232,5
23430,232,3
23642,232,4
23369,232,4
24266,232,4
24361,232,5
24422,232,4
24625,232,3
24835,232,4
16061,232,4
25319,232,3
25343,232,3
25549,232,4
26179,232,5
26278,232,2
26920,232,3
26940,232,5
27876,232,3
27981,232,3
28421,232,5
28451,232,4
28481,232,5
28803,232,5
29965,232,3
30081,232,3
30104,232,4
30160,232,5
30259,232,5
30559,232,5
30641,232,5
30697,232,5
30715,232,3
30767,232,4
31932,232,4
32021,232,4
32179,232,5
31235,232,4
32741,232,3
32743,232,5
32929,232,5
33171,232,5
33993,232,4
32376,232,3
34747,232,4
34819,232,3
31716,232,2
35141,232,2
35766,232,3
35831,232,5
11200,232,3
36461,232,4
36531,232,5
36623,232,3
36756,232,4
36757,232,2
27054,232,3
17060,232,4
38229,232,5
38680,232,1
38694,232,4
38865,232,4
39075,232,4
13058,232,5
39206,232,3
39560,232,2
39616,232,3
39632,232,5
39202,232,5
39969,232,4
39995,232,5
40038,232,4
40083,232,5
40374,232,5
40458,232,4
40564,232,4
40796,232,2
41443,232,4
41950,232,3
41959,232,2
21682,232,4
42259,232,5
42460,232,4
41169,232,3
39647,232,3
42753,232,5
43602,232,5
43631,232,5
43856,232,3
44194,232,3
19481,232,2
44307,232,4
44270,232,4
45095,232,4
45315,232,5
45003,232,3
45643,232,4
32791,232,5
46339,232,5
46470,232,5
46662,232,4
46999,232,5
46560,232,5
47503,232,1
47673,232,3
47892,232,2
47948,232,4
47960,232,5
48070,232,5
15090,232,3
48169,232,5
48232,232,3
48617,232,5
48637,232,5
48643,232,5
4600,232,4
49062,232,4
44347,232,5
19688,232,3
49460,232,4
49708,232,4
50436,232,2
50900,232,3
50958,232,4
50986,232,4
51323,232,5
51367,232,4
51483,232,5
48347,232,2
52007,232,4
34523,232,3
52548,232,3
52556,232,5
50058,232,4
52936,232,3
53309,232,5
53403,232,5
50704,232,4
22,1589,4
819,1589,5
1663,1589,4
1947,1589,3
4945,1589,5
6439,1589,3
4583,1589,2
7305,1589,3
7445,1589,2
7539,1589,4
8334,1589,4
11675,1589,4
12718,1589,4
14820,1589,5
15747,1589,3
16728,1589,5
18314,1589,4
20379,1589,3
20865,1589,4
22470,1589,3
16111,1589,4
23042,1589,3
25549,1589,4
25874,1589,4
27152,1589,4
30514,1589,5
31705,1589,3
33147,1589,3
33970,1589,5
18453,1589,4
35120,1589,4
35831,1589,3
36841,1589,4
38694,1589,2
33282,1589,3
13058,1589,4
39202,1589,4
39775,1589,5
40032,1589,4
40038,1589,3
40458,1589,2
40564,1589,4
23708,1589,3
41118,1589,3
42173,1589,4
42259,1589,4
42460,1589,4
21910,1589,4
44194,1589,3
44270,1589,4
44704,1589,4
46560,1589,4
47835,1589,3
47892,1589,3
48617,1589,5
48637,1589,2
49291,1589,4
50006,1589,3
51323,1589,3
52007,1589,4
52556,1589,3
53309,1589,4
22,1900,4
819,1900,5
1558,1900,3
1663,1900,5
1744,1900,4
1947,1900,3
1962,1900,5
3798,1900,3
5473,1900,4
6074,1900,3
6439,1900,3
7305,1900,3
7470,1900,2
7539,1900,3
7889,1900,4
8334,1900,3
8835,1900,3
10426,1900,5
12211,1900,4
12718,1900,4
13546,1900,4
16731,1900,2
16026,1900,3
14322,1900,4
20379,1900,3
21206,1900,4
21270,1900,4
16111,1900,4
25220,1900,4
25549,1900,4
25874,1900,4
26156,1900,3
21163,1900,4
27152,1900,4
28803,1900,5
29461,1900,5
29791,1900,4
30641,1900,5
32021,1900,3
29280,1900,3
33970,1900,5
34808,1900,5
18453,1900,4
35680,1900,2
35831,1900,4
38133,1900,4
38694,1900,2
38865,1900,4
39007,1900,4
39775,1900,5
40038,1900,3
40083,1900,4
42259,1900,3
42460,1900,4
44270,1900,4
9739,1900,2
47673,1900,3
47892,1900,4
50006,1900,4
43523,1900,4
19559,1900,4
51323,1900,3
22,670,4
554,670,3
307,670,2
819,670,5
1558,670,4
1663,670,5
1947,670,4
1962,670,5
2182,670,3
2619,670,5
3109,670,3
3798,670,3
5481,670,5
5817,670,4
6074,670,4
6329,670,3
5240,670,3
4583,670,3
7305,670,3
7539,670,5
8252,670,3
8373,670,5
10426,670,4
10953,670,3
12211,670,5
12361,670,3
22351,670,4
11675,670,4
12718,670,3
13776,670,4
14779,670,3
14815,670,4
14820,670,4
15729,670,4
15747,670,4
8642,670,4
9554,670,5
17620,670,4
14322,670,4
17788,670,2
18314,670,4
19578,670,5
20174,670,3
20379,670,4
21206,670,4
21445,670,4
22235,670,3
16111,670,5
23303,670,2
23430,670,3
24217,670,4
24634,670,4
24835,670,3
24914,670,4
25144,670,3
16061,670,4
25874,670,4
26156,670,3
26821,670,5
26839,670,2
26847,670,3
26961,670,3
27409,670,5
28540,670,5
28803,670,5
29517,670,3
29791,670,3
29965,670,3
30160,670,3
30641,670,5
31069,670,4
18670,670,5
32021,670,4
29280,670,2
33970,670,5
34819,670,3
34842,670,4
35831,670,4
36461,670,5
15606,670,3
36756,670,4
36841,670,4
36854,670,5
37564,670,4
38133,670,4
38229,670,5
38422,670,3
38694,670,4
33282,670,2
38865,670,4
13058,670,5
39329,670,4
27632,670,4
39969,670,4
40032,670,5
40038,670,3
40141,670,1
40374,670,4
40564,670,5
40944,670,3
40969,670,3
42144,670,5
42173,670,3
42460,670,3
43126,670,3
43602,670,4
8062,670,4
44270,670,4
45315,670,4
45777,670,3
23701,670,4
46560,670,5
9739,670,2
47892,670,3
47960,670,4
48617,670,5
44347,670,5
49201,670,4
49593,670,4
50006,670,5
50206,670,4
50846,670,4
50900,670,3
51323,670,3
52007,670,5
52556,670,3
52945,670,4
22,1498,4
554,1498,2
819,1498,5
1558,1498,4
1663,1498,4
1947,1498,3
1962,1498,5
3798,1498,4
5473,1498,4
5817,1498,4
6074,1498,3
6439,1498,3
7305,1498,3
7445,1498,3
7539,1498,5
8334,1498,5
9349,1498,3
12211,1498,3
11675,1498,5
13558,1498,4
13776,1498,4
15067,1498,4
16731,1498,4
14322,1498,5
18314,1498,4
17422,1498,4
20379,1498,3
20934,1498,5
21206,1498,3
16111,1498,4
22889,1498,3
23303,1498,2
24606,1498,3
24835,1498,4
25874,1498,4
26156,1498,3
25886,1498,3
28501,1498,3
28540,1498,4
28803,1498,5
29517,1498,5
29791,1498,3
30641,1498,5
32021,1498,4
33500,1498,2
33970,1498,5
35831,1498,3
36841,1498,4
36682,1498,3
38694,1498,2
38865,1498,3
39775,1498,5
40032,1498,4
40038,1498,3
39899,1498,4
40564,1498,4
42173,1498,4
42259,1498,4
42460,1498,4
43126,1498,3
44270,1498,3
44704,1498,5
46999,1498,4
46560,1498,4
47892,1498,3
48637,1498,3
32576,1498,3
43523,1498,4
51323,1498,3
52007,1498,4
22,739,4
819,739,5
1160,739,4
1663,739,5
1947,739,4
1962,739,5
3109,739,4
3798,739,4
5206,739,4
6074,739,4
6194,739,5
6329,739,5
5240,739,4
5932,739,5
7435,739,4
7305,739,3
7445,739,3
7539,739,5
7919,739,2
5016,739,4
8334,739,5
8373,739,5
9257,739,5
9349,739,4
9650,739,5
12211,739,4
12230,739,5
12361,739,4
12706,739,4
11675,739,5
12718,739,3
2207,739,3
13776,739,4
14815,739,5
15007,739,3
15729,739,4
16110,739,5
16731,739,4
16832,739,3
16026,739,4
17620,739,4
14322,739,4
18049,739,4
17821,739,5
17422,739,5
19324,739,5
20174,739,3
20379,739,5
20969,739,5
21445,739,5
21509,739,4
16111,739,5
23024,739,4
23318,739,4
23430,739,4
24217,739,3
24361,739,5
24422,739,4
28213,739,4
28540,739,5
29791,739,3
30437,739,4
30539,739,4
30607,739,5
31069,739,5
31784,739,5
29280,739,3
33147,739,4
33637,739,5
33970,739,5
37899,739,5
38228,739,5
38694,739,5
38865,739,4
39206,739,4
39329,739,4
39202,739,5
39969,739,5
39995,739,5
40038,739,3
40083,739,4
40944,739,4
42134,739,4
42259,739,5
42460,739,5
21910,739,5
43602,739,4
43990,739,4
44270,739,4
45315,739,4
44704,739,5
45717,739,5
23701,739,4
46999,739,4
46560,739,4
47806,739,3
47892,739,5
49447,739,5
51323,739,4
52007,739,5
52703,739,5
52802,739,4
53359,739,5
22,488,2
342,488,3
819,488,5
947,488,4
1558,488,4
1663,488,5
1852,488,3
1947,488,4
2699,488,3
3191,488,4
3798,488,4
4908,488,5
6074,488,5
6194,488,4
6329,488,5
6439,488,4
6499,488,2
5932,488,5
7305,488,3
7445,488,5
7539,488,5
7889,488,3
8334,488,5
9349,488,5
10698,488,4
12361,488,5
12718,488,5
13532,488,4
13546,488,5
13558,488,5
14454,488,4
14146,488,5
14815,488,5
14820,488,5
15130,488,4
15543,488,4
15729,488,3
15983,488,4
6223,488,4
17603,488,5
17624,488,4
14322,488,4
17788,488,5
17821,488,5
17422,488,5
19233,488,4
19578,488,5
20174,488,3
20379,488,5
20969,488,5
21206,488,4
21445,488,2
21529,488,4
16111,488,4
23303,488,3
23318,488,5
23430,488,3
24361,488,5
24422,488,5
24915,488,3
25144,488,5
16061,488,5
25326,488,5
25549,488,3
22899,488,4
21163,488,4
26854,488,5
27152,488,4
27409,488,5
28100,488,5
28492,488,5
28540,488,5
28481,488,5
28803,488,5
29819,488,4
30104,488,5
30259,488,4
30437,488,3
29861,488,5
30641,488,5
31128,488,5
31069,488,5
31499,488,5
32021,488,4
32083,488,5
26000,488,5
32743,488,5
29280,488,3
33147,488,4
33500,488,5
34283,488,5
34503,488,5
34684,488,5
34429,488,5
35766,488,5
36841,488,4
37899,488,5
26389,488,2
38694,488,4
38865,488,4
39193,488,5
